func,dims,levels,grid,method,seed,budget,n_evals,folds,rank_pct,found_opt,wall
rastrigin,4,16,65536,optuna_tpe,7,200,200,1000,0.000152587890625,False,0.8064805469998646
rastrigin,4,16,65536,optuna_tpe,8,50,200,250,0.0094146728515625,False,0.841326623000441
rastrigin,4,16,65536,optuna_tpe,8,100,200,500,6.103515625e-05,False,0.841326623000441
rastrigin,4,16,65536,optuna_tpe,8,200,200,1000,0.0,True,0.841326623000441
rastrigin,4,16,65536,optuna_tpe,9,50,200,250,0.0012054443359375,False,0.7646590979998109
rastrigin,4,16,65536,optuna_tpe,9,100,200,500,0.0012054443359375,False,0.7646590979998109
rastrigin,4,16,65536,optuna_tpe,9,200,200,1000,0.000274658203125,False,0.7646590979998109
low_eff_dim,4,16,65536,ags_default,0,18,18,90,0.0390625,False,0.028307571999903303
low_eff_dim,4,16,65536,ags_default,1,13,13,65,0.09765625,False,0.016742971999974543
low_eff_dim,4,16,65536,ags_default,2,17,17,85,0.01171875,False,0.026005968000390567
low_eff_dim,4,16,65536,ags_default,3,37,37,185,0.0078125,False,0.05681879099984144
low_eff_dim,4,16,65536,ags_default,4,13,13,65,0.20703125,False,0.0173690510000597
low_eff_dim,4,16,65536,ags_default,5,32,32,160,0.0078125,False,0.051145174000339466
low_eff_dim,4,16,65536,ags_default,6,16,16,80,0.171875,False,0.0294269969999732
low_eff_dim,4,16,65536,ags_default,7,19,19,95,0.015625,False,0.029125261999979557
low_eff_dim,4,16,65536,ags_default,8,23,23,115,0.0390625,False,0.04151611800034516
low_eff_dim,4,16,65536,ags_default,9,31,31,155,0.01171875,False,0.07549441099990872
low_eff_dim,4,16,65536,ags_no_early_stop,0,50,200,248,0.0,True,0.5155667140002151
low_eff_dim,4,16,65536,ags_no_early_stop,0,100,200,454,0.0,True,0.5155667140002151
low_eff_dim,4,16,65536,ags_no_early_stop,0,200,200,856,0.0,True,0.5155667140002151
low_eff_dim,4,16,65536,ags_no_early_stop,1,50,200,243,0.015625,False,0.4250843800000439
low_eff_dim,4,16,65536,ags_no_early_stop,1,100,200,482,0.0,True,0.4250843800000439
low_eff_dim,4,16,65536,ags_no_early_stop,1,200,200,939,0.0078125,False,0.4250843800000439
low_eff_dim,4,16,65536,ags_no_early_stop,2,50,200,247,0.01171875,False,0.48144984900000054
low_eff_dim,4,16,65536,ags_no_early_stop,2,100,200,461,0.01171875,False,0.48144984900000054
low_eff_dim,4,16,65536,ags_no_early_stop,2,200,200,827,0.01171875,False,0.48144984900000054
low_eff_dim,4,16,65536,ags_no_early_stop,3,50,200,250,0.0078125,False,0.4038143249999848
low_eff_dim,4,16,65536,ags_no_early_stop,3,100,200,497,0.01171875,False,0.4038143249999848
low_eff_dim,4,16,65536,ags_no_early_stop,3,200,200,919,0.01171875,False,0.4038143249999848
low_eff_dim,4,16,65536,ags_no_early_stop,4,50,200,247,0.0,True,0.46585865499991996
low_eff_dim,4,16,65536,ags_no_early_stop,4,100,200,497,0.0078125,False,0.46585865499991996
low_eff_dim,4,16,65536,ags_no_early_stop,4,200,200,955,0.0078125,False,0.46585865499991996
low_eff_dim,4,16,65536,ags_no_early_stop,5,50,200,250,0.01171875,False,0.6082617819997722
low_eff_dim,4,16,65536,ags_no_early_stop,5,100,200,478,0.0,True,0.6082617819997722
low_eff_dim,4,16,65536,ags_no_early_stop,5,200,200,903,0.0,True,0.6082617819997722
low_eff_dim,4,16,65536,ags_no_early_stop,6,50,200,250,0.01171875,False,0.4682081780001681
low_eff_dim,4,16,65536,ags_no_early_stop,6,100,200,500,0.0078125,False,0.4682081780001681
low_eff_dim,4,16,65536,ags_no_early_stop,6,200,200,957,0.0078125,False,0.4682081780001681
low_eff_dim,4,16,65536,ags_no_early_stop,7,50,200,232,0.015625,False,0.7929536679998819
low_eff_dim,4,16,65536,ags_no_early_stop,7,100,200,424,0.015625,False,0.7929536679998819
low_eff_dim,4,16,65536,ags_no_early_stop,7,200,200,856,0.00390625,False,0.7929536679998819
low_eff_dim,4,16,65536,ags_no_early_stop,8,50,200,249,0.0078125,False,0.7354011080001328
low_eff_dim,4,16,65536,ags_no_early_stop,8,100,200,487,0.0078125,False,0.7354011080001328
low_eff_dim,4,16,65536,ags_no_early_stop,8,200,200,893,0.0078125,False,0.7354011080001328
low_eff_dim,4,16,65536,ags_no_early_stop,9,50,200,250,0.01171875,False,0.39229205599986017
low_eff_dim,4,16,65536,ags_no_early_stop,9,100,200,473,0.0078125,False,0.39229205599986017
low_eff_dim,4,16,65536,ags_no_early_stop,9,200,200,858,0.0078125,False,0.39229205599986017
low_eff_dim,4,16,65536,random,0,50,200,250,0.03515625,False,0.021108710000135034
low_eff_dim,4,16,65536,random,0,100,200,500,0.03515625,False,0.021108710000135034
low_eff_dim,4,16,65536,random,0,200,200,1000,0.0,True,0.021108710000135034
low_eff_dim,4,16,65536,random,1,50,200,250,0.01953125,False,0.03105020200018771
low_eff_dim,4,16,65536,random,1,100,200,500,0.0,True,0.03105020200018771
low_eff_dim,4,16,65536,random,1,200,200,1000,0.0,True,0.03105020200018771
low_eff_dim,4,16,65536,random,2,50,200,250,0.01953125,False,0.015942308999910892
low_eff_dim,4,16,65536,random,2,100,200,500,0.0,True,0.015942308999910892
low_eff_dim,4,16,65536,random,2,200,200,1000,0.01953125,False,0.015942308999910892
low_eff_dim,4,16,65536,random,3,50,200,250,0.05859375,False,0.013145445000191103
low_eff_dim,4,16,65536,random,3,100,200,500,0.0078125,False,0.013145445000191103
low_eff_dim,4,16,65536,random,3,200,200,1000,0.00390625,False,0.013145445000191103
low_eff_dim,4,16,65536,random,4,50,200,250,0.02734375,False,0.01359279299958871
low_eff_dim,4,16,65536,random,4,100,200,500,0.0078125,False,0.01359279299958871
low_eff_dim,4,16,65536,random,4,200,200,1000,0.0078125,False,0.01359279299958871
low_eff_dim,4,16,65536,random,5,50,200,250,0.03125,False,0.013909586999943713
low_eff_dim,4,16,65536,random,5,100,200,500,0.0,True,0.013909586999943713
low_eff_dim,4,16,65536,random,5,200,200,1000,0.0,True,0.013909586999943713
low_eff_dim,4,16,65536,random,6,50,200,250,0.0,True,0.01323935199980042
low_eff_dim,4,16,65536,random,6,100,200,500,0.0,True,0.01323935199980042
low_eff_dim,4,16,65536,random,6,200,200,1000,0.0,True,0.01323935199980042
low_eff_dim,4,16,65536,random,7,50,200,250,0.00390625,False,0.022333172999879025
low_eff_dim,4,16,65536,random,7,100,200,500,0.015625,False,0.022333172999879025
low_eff_dim,4,16,65536,random,7,200,200,1000,0.015625,False,0.022333172999879025
low_eff_dim,4,16,65536,random,8,50,200,250,0.0078125,False,0.016246425000190357
low_eff_dim,4,16,65536,random,8,100,200,500,0.0078125,False,0.016246425000190357
low_eff_dim,4,16,65536,random,8,200,200,1000,0.0078125,False,0.016246425000190357
low_eff_dim,4,16,65536,random,9,50,200,250,0.0078125,False,0.013256065000405215
low_eff_dim,4,16,65536,random,9,100,200,500,0.0078125,False,0.013256065000405215
low_eff_dim,4,16,65536,random,9,200,200,1000,0.0078125,False,0.013256065000405215
low_eff_dim,4,16,65536,optuna_tpe,0,50,200,250,0.0,True,0.7625209679999898
low_eff_dim,4,16,65536,optuna_tpe,0,100,200,500,0.0,True,0.7625209679999898
low_eff_dim,4,16,65536,optuna_tpe,0,200,200,1000,0.0,True,0.7625209679999898
low_eff_dim,4,16,65536,optuna_tpe,1,50,200,250,0.0,True,1.0350747669999691
low_eff_dim,4,16,65536,optuna_tpe,1,100,200,500,0.0,True,1.0350747669999691
low_eff_dim,4,16,65536,optuna_tpe,1,200,200,1000,0.00390625,False,1.0350747669999691
low_eff_dim,4,16,65536,optuna_tpe,2,50,200,250,0.02734375,False,1.0912407079999866
low_eff_dim,4,16,65536,optuna_tpe,2,100,200,500,0.01171875,False,1.0912407079999866
low_eff_dim,4,16,65536,optuna_tpe,2,200,200,1000,0.01171875,False,1.0912407079999866
low_eff_dim,4,16,65536,optuna_tpe,3,50,200,250,0.0,True,0.8144022100000257
low_eff_dim,4,16,65536,optuna_tpe,3,100,200,500,0.0,True,0.8144022100000257
low_eff_dim,4,16,65536,optuna_tpe,3,200,200,1000,0.015625,False,0.8144022100000257
low_eff_dim,4,16,65536,optuna_tpe,4,50,200,250,0.00390625,False,0.9302451039998232
low_eff_dim,4,16,65536,optuna_tpe,4,100,200,500,0.00390625,False,0.9302451039998232
low_eff_dim,4,16,65536,optuna_tpe,4,200,200,1000,0.00390625,False,0.9302451039998232
low_eff_dim,4,16,65536,optuna_tpe,5,50,200,250,0.00390625,False,0.9195510979998289
low_eff_dim,4,16,65536,optuna_tpe,5,100,200,500,0.0078125,False,0.9195510979998289
low_eff_dim,4,16,65536,optuna_tpe,5,200,200,1000,0.0078125,False,0.9195510979998289
low_eff_dim,4,16,65536,optuna_tpe,6,50,200,250,0.0,True,1.0604289440002503
low_eff_dim,4,16,65536,optuna_tpe,6,100,200,500,0.0,True,1.0604289440002503
low_eff_dim,4,16,65536,optuna_tpe,6,200,200,1000,0.00390625,False,1.0604289440002503
low_eff_dim,4,16,65536,optuna_tpe,7,50,200,250,0.0,True,0.7881167969999296
low_eff_dim,4,16,65536,optuna_tpe,7,100,200,500,0.00390625,False,0.7881167969999296
low_eff_dim,4,16,65536,optuna_tpe,7,200,200,1000,0.00390625,False,0.7881167969999296
low_eff_dim,4,16,65536,optuna_tpe,8,50,200,250,0.0078125,False,0.8103225109998675
low_eff_dim,4,16,65536,optuna_tpe,8,100,200,500,0.01171875,False,0.8103225109998675
low_eff_dim,4,16,65536,optuna_tpe,8,200,200,1000,0.01171875,False,0.8103225109998675
low_eff_dim,4,16,65536,optuna_tpe,9,50,200,250,0.01171875,False,0.7894518159996551
low_eff_dim,4,16,65536,optuna_tpe,9,100,200,500,0.0,True,0.7894518159996551
low_eff_dim,4,16,65536,optuna_tpe,9,200,200,1000,0.0,True,0.7894518159996551
